movieId,title,genres,year
293,Léon: The Professional (a.k.a. The Professional) (Léon),Action|Crime|Drama|Thriller,1994
294,"Perez Family, The",Comedy|Romance,1995
295,"Pyromaniac's Love Story, A",Comedy|Romance,1995
296,Pulp Fiction,Comedy|Crime|Drama|Thriller,1994
299,Priest,Drama,1994
300,Quiz Show,Drama,1994
301,Picture Bride (Bijo photo),Drama|Romance,1994
302,"Queen Margot (Reine Margot, La)",Drama|Romance,1994
303,"Quick and the Dead, The",Action|Thriller|Western,1995
304,Roommates,Comedy|Drama,1995
305,Ready to Wear (Pret-A-Porter),Comedy,1994
306,Three Colors: Red (Trois couleurs: Rouge),Drama,1994
307,Three Colors: Blue (Trois couleurs: Bleu),Drama,1993
308,Three Colors: White (Trzy kolory: Bialy),Comedy|Drama,1994
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",Drama,1994
312,Stuart Saves His Family,Comedy,1995
313,"Swan Princess, The",Animation|Children,1994
314,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,1994
315,"Specialist, The",Action|Drama|Thriller,1994
316,Stargate,Action|Adventure|Sci-Fi,1994
317,"Santa Clause, The",Comedy|Drama|Fantasy,1994
318,"Shawshank Redemption, The",Crime|Drama,1994
319,Shallow Grave,Comedy|Drama|Thriller,1994
320,Suture,Film-Noir|Thriller,1993
321,Strawberry and Chocolate (Fresa y chocolate),Drama,1993
322,Swimming with Sharks,Comedy|Drama,1995
324,"Sum of Us, The",Comedy|Drama,1994
325,National Lampoon's Senior Trip,Comedy,1995
326,To Live (Huozhe),Drama,1994
327,Tank Girl,Action|Comedy|Sci-Fi,1995
328,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,1995
329,Star Trek: Generations,Adventure|Drama|Sci-Fi,1994
330,Tales from the Hood,Action|Crime|Horror,1995
331,Tom & Viv,Drama,1994
332,Village of the Damned,Horror|Sci-Fi,1995
333,Tommy Boy,Comedy,1995
334,Vanya on 42nd Street,Drama,1994
335,Underneath,Mystery|Thriller,1995
336,"Walking Dead, The",Drama|War,1995
337,What's Eating Gilbert Grape,Drama,1993
338,Virtuosity,Action|Sci-Fi|Thriller,1995
339,While You Were Sleeping,Comedy|Romance,1995
340,"War, The",Adventure|Drama|War,1994
341,Double Happiness,Drama,1994
342,Muriel's Wedding,Comedy,1994
343,"Baby-Sitters Club, The",Children,1995
344,Ace Ventura: Pet Detective,Comedy,1994
345,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,1994
346,Backbeat,Drama|Musical,1993
347,Bitter Moon,Drama|Film-Noir|Romance,1992
348,Bullets Over Broadway,Comedy,1994
349,Clear and Present Danger,Action|Crime|Drama|Thriller,1994
350,"Client, The",Drama|Mystery|Thriller,1994
351,"Corrina, Corrina",Comedy|Drama|Romance,1994
352,Crooklyn,Comedy|Drama,1994
353,"Crow, The",Action|Crime|Fantasy|Thriller,1994
354,Cobb,Drama,1994
355,"Flintstones, The",Children|Comedy|Fantasy,1994
356,Forrest Gump,Comedy|Drama|Romance|War,1994
357,Four Weddings and a Funeral,Comedy|Romance,1994
358,Higher Learning,Drama,1995
360,I Love Trouble,Action|Comedy,1994
361,It Could Happen to You,Comedy|Drama|Romance,1994
362,"Jungle Book, The",Adventure|Children|Romance,1994
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",Documentary,1993
364,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,1994
365,Little Buddha,Drama,1993
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",Drama|Horror|Mystery|Thriller,1994
367,"Mask, The",Action|Comedy|Crime|Fantasy,1994
368,Maverick,Adventure|Comedy|Western,1994
369,Mrs. Parker and the Vicious Circle,Drama,1994
370,Naked Gun 33 1/3: The Final Insult,Action|Comedy,1994
371,"Paper, The",Comedy|Drama,1994
372,Reality Bites,Comedy|Drama|Romance,1994
373,Red Rock West,Thriller,1992
374,Richie Rich,Children|Comedy,1994
375,Safe Passage,Drama,1994
376,"River Wild, The",Action|Thriller,1994
377,Speed,Action|Romance|Thriller,1994
378,Speechless,Comedy|Romance,1994
379,Timecop,Action|Sci-Fi|Thriller,1994
380,True Lies,Action|Adventure|Comedy|Romance|Thriller,1994
381,When a Man Loves a Woman,Drama|Romance,1994
382,Wolf,Drama|Horror|Romance|Thriller,1994
383,Wyatt Earp,Western,1994
384,Bad Company,Action|Crime|Drama,1995
387,"Low Down Dirty Shame, A",Action|Comedy,1994
388,Boys Life,Drama,1995
389,"Colonel Chabert, Le",Drama|Romance|War,1994
390,Faster Pussycat! Kill! Kill!,Action|Crime|Drama,1965
391,Jason's Lyric,Crime|Drama,1994
392,"Secret Adventures of Tom Thumb, The",Adventure|Animation,1993
393,Street Fighter,Action|Adventure|Fantasy,1994
401,Mirage,Action|Thriller,1995
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),Action|Fantasy,1994
407,In the Mouth of Madness,Horror|Thriller,1995
408,8 Seconds,Drama,1994
409,Above the Rim,Crime|Drama,1994
410,Addams Family Values,Children|Comedy|Fantasy,1993
412,"Age of Innocence, The",Drama,1993
413,Airheads,Comedy,1994
414,"Air Up There, The",Comedy,1994
415,Another Stakeout,Comedy|Thriller,1993
416,Bad Girls,Western,1994
417,Barcelona,Comedy|Romance,1994
418,Being Human,Drama,1993
419,"Beverly Hillbillies, The",Comedy,1993
420,Beverly Hills Cop III,Action|Comedy|Crime|Thriller,1994
421,Black Beauty,Adventure|Children|Drama,1994
422,Blink,Thriller,1994
423,Blown Away,Action|Thriller,1994
424,Blue Chips,Drama,1994
425,Blue Sky,Drama|Romance,1994
426,Body Snatchers,Horror|Sci-Fi|Thriller,1993
427,Boxing Helena,Drama|Mystery|Romance|Thriller,1993
428,"Bronx Tale, A",Drama,1993
429,Cabin Boy,Comedy,1994
431,Carlito's Way,Crime|Drama,1993
432,City Slickers II: The Legend of Curly's Gold,Adventure|Comedy|Western,1994
433,Clean Slate,Comedy,1994
434,Cliffhanger,Action|Adventure|Thriller,1993
435,Coneheads,Comedy|Sci-Fi,1993
436,Color of Night,Drama|Thriller,1994
437,Cops and Robbersons,Comedy,1994
438,"Cowboy Way, The",Action|Comedy|Drama,1994
439,Dangerous Game,Drama,1993
440,Dave,Comedy|Romance,1993
441,Dazed and Confused,Comedy,1993
442,Demolition Man,Action|Adventure|Sci-Fi,1993
443,"Endless Summer 2, The",Adventure|Documentary,1994
444,Even Cowgirls Get the Blues,Comedy|Romance,1993
445,Fatal Instinct,Comedy,1993
446,Farewell My Concubine (Ba wang bie ji),Drama|Romance,1993
447,"Favor, The",Comedy|Romance,1994
448,Fearless,Drama,1993
449,Fear of a Black Hat,Comedy,1994
450,With Honors,Comedy|Drama,1994
451,Flesh and Bone,Drama|Mystery|Romance,1993
452,Widows' Peak,Drama,1994
453,For Love or Money,Comedy|Romance,1993
454,"Firm, The",Drama|Thriller,1993
455,Free Willy,Adventure|Children|Drama,1993
456,Fresh,Crime|Drama|Thriller,1994
457,"Fugitive, The",Thriller,1993
458,Geronimo: An American Legend,Drama|Western,1993
459,"Getaway, The",Action|Adventure|Crime|Drama|Romance|Thriller,1994
460,Getting Even with Dad,Comedy,1994
461,Go Fish,Drama|Romance,1994
463,Guilty as Sin,Crime|Drama|Thriller,1993
464,Hard Target,Action|Adventure|Crime|Thriller,1993
465,Heaven & Earth,Action|Drama|War,1993
466,Hot Shots! Part Deux,Action|Comedy|War,1993
467,Live Nude Girls,Comedy,1995
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",Comedy|Romance,1995
469,"House of the Spirits, The",Drama|Romance,1993
470,House Party 3,Comedy,1994
471,"Hudsucker Proxy, The",Comedy,1994
472,I'll Do Anything,Comedy|Drama,1994
473,In the Army Now,Comedy|War,1994
474,In the Line of Fire,Action|Thriller,1993
475,In the Name of the Father,Drama,1993
476,"Inkwell, The",Comedy|Drama,1994
477,What's Love Got to Do with It?,Drama|Musical,1993
479,Judgment Night,Action|Crime|Thriller,1993
480,Jurassic Park,Action|Adventure|Sci-Fi|Thriller,1993
481,Kalifornia,Drama|Thriller,1993
482,Killing Zoe,Crime|Drama|Thriller,1994
483,King of the Hill,Drama,1993
484,Lassie,Adventure|Children,1994
485,Last Action Hero,Action|Adventure|Comedy|Fantasy,1993
486,Life with Mikey,Comedy,1993
487,Lightning Jack,Comedy|Western,1994
488,M. Butterfly,Drama|Romance,1993
489,Made in America,Comedy,1993
490,Malice,Thriller,1993
491,"Man Without a Face, The",Drama,1993
492,Manhattan Murder Mystery,Comedy|Mystery,1993
493,Menace II Society,Action|Crime|Drama,1993
494,Executive Decision,Action|Adventure|Thriller,1996
495,In the Realm of the Senses (Ai no corrida),Drama,1976
496,What Happened Was...,Comedy|Drama|Romance|Thriller,1994
497,Much Ado About Nothing,Comedy|Romance,1993
498,Mr. Jones,Drama|Romance,1993
499,Mr. Wonderful,Comedy|Romance,1993
500,Mrs. Doubtfire,Comedy|Drama,1993
501,Naked,Drama,1993
502,"Next Karate Kid, The",Action|Children|Romance,1994
504,No Escape,Action|Drama|Sci-Fi,1994
505,North,Comedy,1994
506,Orlando,Drama|Fantasy|Romance,1992
507,"Perfect World, A",Crime|Drama|Thriller,1993
508,Philadelphia,Drama,1993
509,"Piano, The",Drama|Romance,1993
510,Poetic Justice,Drama,1993
511,"Program, The",Action|Drama,1993
512,"Puppet Masters, The",Horror|Sci-Fi,1994
513,Radioland Murders,Comedy|Mystery|Romance,1994
514,"Ref, The",Comedy,1994
515,"Remains of the Day, The",Drama|Romance,1993
516,Renaissance Man,Comedy|Drama,1994
517,Rising Sun,Action|Drama|Mystery,1993
518,"Road to Wellville, The",Comedy,1994
519,RoboCop 3,Action|Crime|Drama|Sci-Fi|Thriller,1993
520,Robin Hood: Men in Tights,Comedy,1993
521,Romeo Is Bleeding,Crime|Thriller,1993
522,Romper Stomper,Action|Drama,1992
523,Ruby in Paradise,Drama,1993
524,Rudy,Drama,1993
526,"Savage Nights (Nuits fauves, Les)",Drama,1992
527,Schindler's List,Drama|War,1993
528,"Scout, The",Comedy|Drama,1994
529,Searching for Bobby Fischer,Drama,1993
531,"Secret Garden, The",Children|Drama,1993
532,Serial Mom,Comedy|Crime|Horror,1994
533,"Shadow, The",Action|Adventure|Fantasy|Mystery,1994
534,Shadowlands,Drama|Romance,1993
535,Short Cuts,Drama,1993
536,"Simple Twist of Fate, A",Drama,1994
537,Sirens,Drama,1994
538,Six Degrees of Separation,Drama,1993
539,Sleepless in Seattle,Comedy|Drama|Romance,1993
540,Sliver,Thriller,1993
541,Blade Runner,Action|Sci-Fi|Thriller,1982
542,Son in Law,Comedy|Drama|Romance,1993
543,So I Married an Axe Murderer,Comedy|Romance|Thriller,1993
544,Striking Distance,Action|Crime,1993
546,Super Mario Bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,1993
547,Surviving the Game,Action|Adventure|Thriller,1994
548,Terminal Velocity,Action|Mystery|Thriller,1994
549,Thirty-Two Short Films About Glenn Gould,Drama|Musical,1993
550,Threesome,Comedy|Romance,1994
551,"Nightmare Before Christmas, The",Animation|Children|Fantasy|Musical,1993
552,"Three Musketeers, The",Action|Adventure|Comedy|Romance,1993
553,Tombstone,Action|Drama|Western,1993
554,Trial by Jury,Crime|Drama|Thriller,1994
555,True Romance,Crime|Thriller,1993
556,"War Room, The",Documentary,1993
558,"Pagemaster, The",Action|Adventure|Animation|Children|Fantasy,1994
559,"Paris, France",Comedy,1993
561,Killer (Bulletproof Heart),Drama|Thriller,1994
562,Welcome to the Dollhouse,Comedy|Drama,1995
563,Germinal,Drama|Romance,1993
564,Chasers,Comedy,1994
565,Cronos,Drama|Horror,1993
567,Kika,Comedy|Drama,1993
568,Bhaji on the Beach,Comedy|Drama,1993
569,Little Big League,Comedy|Drama,1994
571,"Wedding Gift, The",Drama|Romance,1994
573,"Ciao, Professore! (Io speriamo che me la cavo)",Drama,1992
574,Spanking the Monkey,Comedy|Drama,1994
575,"Little Rascals, The",Children|Comedy,1994
577,Andre,Adventure|Children|Drama,1994
580,Princess Caraboo,Drama,1994
581,"Celluloid Closet, The",Documentary,1995
582,Métisse (Café au Lait),Comedy|Drama,1993
585,"Brady Bunch Movie, The",Comedy,1995
586,Home Alone,Children|Comedy,1990
587,Ghost,Comedy|Drama|Fantasy|Romance|Thriller,1990
588,Aladdin,Adventure|Animation|Children|Comedy|Musical,1992
589,Terminator 2: Judgment Day,Action|Sci-Fi,1991
590,Dances with Wolves,Adventure|Drama|Western,1990
592,Batman,Action|Crime|Thriller,1989
593,"Silence of the Lambs, The",Crime|Horror|Thriller,1991
594,Snow White and the Seven Dwarfs,Animation|Children|Drama|Fantasy|Musical,1937
595,Beauty and the Beast,Animation|Children|Fantasy|Musical|Romance|IMAX,1991
596,Pinocchio,Animation|Children|Fantasy|Musical,1940
597,Pretty Woman,Comedy|Romance,1990
599,"Wild Bunch, The",Adventure|Western,1969
600,Love and a .45,Action|Comedy|Crime,1994
603,"Bye Bye, Love",Comedy,1995
605,One Fine Day,Drama|Romance,1996
606,Candyman: Farewell to the Flesh,Fantasy|Horror,1995
608,Fargo,Comedy|Crime|Drama|Thriller,1996
609,Homeward Bound II: Lost in San Francisco,Adventure|Children,1996
610,Heavy Metal,Action|Adventure|Animation|Horror|Sci-Fi,1981
611,Hellraiser: Bloodline,Action|Horror|Sci-Fi,1996
612,"Pallbearer, The",Comedy,1996
613,Jane Eyre,Drama|Romance,1996
614,Loaded,Drama|Thriller,1994
615,Bread and Chocolate (Pane e cioccolata),Comedy|Drama,1973
616,"Aristocats, The",Animation|Children,1970
617,"Flower of My Secret, The (La flor de mi secreto)",Comedy|Drama,1995
619,Ed,Comedy,1996
620,Scream of Stone (Cerro Torre: Schrei aus Stein),Drama,1991
621,My Favorite Season,Drama,1993
626,"Thin Line Between Love and Hate, A",Comedy,1996
627,"Last Supper, The",Drama|Thriller,1995
628,Primal Fear,Crime|Drama|Mystery|Thriller,1996
630,Carried Away,Drama|Romance,1996
631,All Dogs Go to Heaven 2,Adventure|Animation|Children|Fantasy|Musical|Romance,1996
632,Land and Freedom (Tierra y libertad),Drama|War,1995
633,Denise Calls Up,Comedy,1995
635,"Family Thing, A",Comedy|Drama,1996
637,Sgt. Bilko,Comedy,1996
638,Jack and Sarah,Romance,1995
639,Girl 6,Comedy|Drama,1996
640,Diabolique,Drama|Thriller,1996
647,Courage Under Fire,Action|Crime|Drama|War,1996
648,Mission: Impossible,Action|Adventure|Mystery|Thriller,1996
650,Moll Flanders,Drama,1996
651,"Superweib, Das",Comedy,1996
653,Dragonheart,Action|Adventure|Fantasy,1996
656,Eddie,Comedy,1996
659,Purple Noon (Plein soleil),Crime|Drama|Thriller,1960
661,James and the Giant Peach,Adventure|Animation|Children|Fantasy|Musical,1996
662,Fear,Thriller,1996
663,Kids in the Hall: Brain Candy,Comedy,1996
664,Faithful,Comedy,1996
665,Underground,Comedy|Drama|War,1995
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),Action,1996
668,Song of the Little Road (Pather Panchali),Drama,1955
670,"World of Apu, The (Apur Sansar)",Drama,1959
671,Mystery Science Theater 3000: The Movie,Comedy|Sci-Fi,1996
673,Space Jam,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,1996
